ticker,date,open,high,low,close
AAPL,2023-07-05,191.565,192.98,190.62,191.33
AAPL,2023-07-06,189.84,192.02,189.2,191.81
AAPL,2023-07-07,191.41,192.67,190.24,190.68
AAPL,2023-07-10,189.26,189.99,187.035,188.61
AAPL,2023-07-11,189.16,189.3,186.6,188.08
AAPL,2023-07-12,189.68,191.7,188.47,189.77
AAPL,2023-07-13,190.5,191.19,189.78,190.54
AAPL,2023-07-14,190.23,191.18,189.63,190.69
AAPL,2023-07-17,191.9,194.32,191.81,193.99
AAPL,2023-07-18,193.35,194.33,192.415,193.73
AAPL,2023-07-19,193.1,198.23,192.65,195.1
AAPL,2023-07-20,195.09,196.47,192.495,193.13
AAPL,2023-07-21,194.1,194.97,191.23,191.94
AAPL,2023-07-24,193.41,194.91,192.25,192.75
AAPL,2023-07-25,193.33,194.44,192.915,193.62
AAPL,2023-07-26,193.67,195.64,193.32,194.5
AAPL,2023-07-27,196.02,197.2,192.55,193.22
AAPL,2023-07-28,194.67,196.626,194.14,195.83
AAPL,2023-07-31,196.06,196.49,195.26,196.45
AAPL,2023-08-01,196.235,196.73,195.28,195.605
AAPL,2023-08-02,195.04,195.18,191.851,192.58
AAPL,2023-08-03,191.57,192.37,190.69,191.17
AAPL,2023-08-04,185.52,187.38,181.92,181.99
AAPL,2023-08-07,182.13,183.13,177.35,178.85
AAPL,2023-08-08,179.69,180.27,177.58,179.8
AAPL,2023-08-09,180.87,180.93,177.01,178.19
AAPL,2023-08-10,179.48,180.75,177.6,177.97
AAPL,2023-08-11,177.32,178.62,176.55,177.79
AAPL,2023-08-14,177.97,179.69,177.305,179.46
AAPL,2023-08-15,178.88,179.48,177.05,177.45
AAPL,2023-08-16,177.13,178.54,176.5,176.57
AAPL,2023-08-17,177.14,177.505,173.48,174.0
AAPL,2023-08-18,172.3,175.1,171.96,174.49
AAPL,2023-08-21,175.07,176.13,173.735,175.84
AAPL,2023-08-22,177.06,177.68,176.25,177.23
AAPL,2023-08-23,178.52,181.55,178.325,181.12
AAPL,2023-08-24,180.674,181.104,176.01,176.38
AAPL,2023-08-25,177.38,179.15,175.82,178.61
AAPL,2023-08-28,180.09,180.59,178.545,180.19
AAPL,2023-08-29,179.695,184.9,179.5,184.12
AAPL,2023-08-30,184.94,187.85,184.74,187.65
AAPL,2023-08-31,187.84,189.12,187.48,187.87
AAPL,2023-09-01,189.485,189.92,188.28,189.46
AAPL,2023-09-05,188.28,189.98,187.61,189.7
AAPL,2023-09-06,188.4,188.85,181.47,182.91
AAPL,2023-09-07,175.18,178.21,173.54,177.56
AAPL,2023-09-08,178.35,180.239,177.79,178.18
AAPL,2023-09-11,180.07,180.3,177.34,179.36
AAPL,2023-09-12,179.49,180.13,174.82,176.3
AAPL,2023-09-13,176.51,177.3,173.98,174.21
AAPL,2023-09-14,174.0,176.1,173.58,175.74
AAPL,2023-09-15,176.48,176.495,173.82,175.01
AAPL,2023-09-18,176.48,179.38,176.17,177.97
AAPL,2023-09-19,177.52,179.63,177.13,179.07
AAPL,2023-09-20,179.26,179.695,175.4,175.49
AAPL,2023-09-21,174.55,176.3,173.86,173.93
AAPL,2023-09-22,174.67,177.079,174.05,174.79
AAPL,2023-09-25,174.2,176.97,174.15,176.08
AAPL,2023-09-26,174.82,175.2,171.66,171.96
AAPL,2023-09-27,172.62,173.04,169.05,170.43
AAPL,2023-09-28,169.34,172.03,167.62,170.69
AAPL,2023-09-29,172.02,173.07,170.341,171.21
AAPL,2023-10-02,171.22,174.3,170.93,173.75
AAPL,2023-10-03,172.255,173.63,170.82,172.4
AAPL,2023-10-04,171.09,174.21,170.97,173.66
AAPL,2023-10-05,173.79,175.45,172.68,174.91
AAPL,2023-10-06,173.8,177.99,173.18,177.49
AAPL,2023-10-09,176.81,179.05,175.8,178.99
AAPL,2023-10-10,178.1,179.72,177.95,178.39
AAPL,2023-10-11,178.2,179.85,177.6,179.8
AAPL,2023-10-12,180.07,182.34,179.04,180.71
AAPL,2023-10-13,181.42,181.93,178.14,178.85
AAPL,2023-10-16,176.75,179.075,176.51,178.72
AAPL,2023-10-17,176.645,178.42,174.8,177.15
AAPL,2023-10-18,175.58,177.575,175.11,175.84
AAPL,2023-10-19,176.04,177.84,175.19,175.46
AAPL,2023-10-20,175.31,175.42,172.64,172.88
AAPL,2023-10-23,170.91,174.01,169.93,173.0
AAPL,2023-10-24,173.05,173.67,171.45,173.44
AAPL,2023-10-25,171.88,173.06,170.65,171.1
AAPL,2023-10-26,170.37,171.378,165.67,166.89
AAPL,2023-10-27,166.91,168.96,166.83,168.22
AAPL,2023-10-30,169.02,171.17,168.87,170.29
AAPL,2023-10-31,169.35,170.9,167.9,170.77
AAPL,2023-11-01,171.0,174.23,170.12,173.97
AAPL,2023-11-02,175.52,177.78,175.46,177.57
AAPL,2023-11-03,174.24,176.82,173.35,176.65
AAPL,2023-11-06,176.38,179.43,176.21,179.23
AAPL,2023-11-07,179.18,182.44,178.97,181.82
AAPL,2023-11-08,182.35,183.45,181.59,182.89
AAPL,2023-11-09,182.96,184.12,181.81,182.41
AAPL,2023-11-10,183.97,186.565,183.53,186.4
AAPL,2023-11-13,185.82,186.03,184.21,184.8
AAPL,2023-11-14,187.7,188.11,186.3,187.44
AAPL,2023-11-15,187.845,189.5,187.78,188.01
AAPL,2023-11-16,189.57,190.96,188.65,189.71
AAPL,2023-11-17,190.25,190.38,188.57,189.69
AAPL,2023-11-20,189.89,191.905,189.88,191.45
AAPL,2023-11-21,191.41,191.52,189.74,190.64
AAPL,2023-11-22,191.49,192.93,190.825,191.31
AAPL,2023-11-24,190.87,190.9,189.25,189.97
AAPL,2023-11-27,189.92,190.67,188.9,189.79
AAPL,2023-11-28,189.78,191.08,189.4,190.4
AAPL,2023-11-29,190.9,192.09,188.97,189.37
AAPL,2023-11-30,189.84,190.32,188.19,189.95
AAPL,2023-12-01,190.33,191.56,189.23,191.24
AAPL,2023-12-04,189.98,190.05,187.451,189.43
AAPL,2023-12-05,190.21,194.4,190.18,193.42
AAPL,2023-12-06,194.45,194.76,192.11,192.32
AAPL,2023-12-07,193.63,195.0,193.59,194.27
AAPL,2023-12-08,194.2,195.99,193.67,195.71
AAPL,2023-12-11,193.11,193.49,191.42,193.18
AAPL,2023-12-12,193.08,194.72,191.721,194.71
AAPL,2023-12-13,195.09,198.0,194.85,197.96
AAPL,2023-12-14,198.02,199.62,196.16,198.11
AAPL,2023-12-15,197.53,198.4,197.0,197.57
AAPL,2023-12-18,196.09,196.63,194.39,195.89
AAPL,2023-12-19,196.16,196.95,195.89,196.94
AAPL,2023-12-20,196.9,197.68,194.83,194.83
AAPL,2023-12-21,196.1,197.08,193.5,194.68
AAPL,2023-12-22,195.18,195.41,192.97,193.6
AAPL,2023-12-26,193.61,193.89,192.83,193.05
AAPL,2023-12-27,192.49,193.5,191.09,193.15
AAPL,2023-12-28,194.14,194.66,193.17,193.58
AAPL,2023-12-29,193.9,194.4,191.725,192.53
AAPL,2024-01-02,187.15,188.44,183.885,185.64
AAPL,2024-01-03,184.22,185.88,183.43,184.25
AAPL,2024-01-04,182.15,183.087,180.88,181.91
AAPL,2024-01-05,181.99,182.76,180.17,181.18
AAPL,2024-01-08,182.085,185.6,181.5,185.56
AAPL,2024-01-09,183.92,185.15,182.73,185.14
AAPL,2024-01-10,184.35,186.4,183.92,186.19
AAPL,2024-01-11,186.54,187.05,183.62,185.59
AAPL,2024-01-12,186.06,186.74,185.19,185.92
AAPL,2024-01-16,182.16,184.26,180.934,183.63
AAPL,2024-01-17,181.27,182.93,180.3,182.68
AAPL,2024-01-18,186.09,189.14,185.83,188.63
AAPL,2024-01-19,189.33,191.95,188.82,191.56
AAPL,2024-01-22,192.3,195.33,192.26,193.89
AAPL,2024-01-23,195.02,195.75,193.83,195.18
AAPL,2024-01-24,195.42,196.38,194.34,194.5
AAPL,2024-01-25,195.22,196.268,193.113,194.17
AAPL,2024-01-26,194.27,194.76,191.94,192.42
AAPL,2024-01-29,192.01,192.2,189.58,191.73
AAPL,2024-01-30,190.94,191.8,187.47,188.04
AAPL,2024-01-31,187.04,187.095,184.35,184.4
AAPL,2024-02-01,183.985,186.95,183.82,186.86
AAPL,2024-02-02,179.86,187.33,179.25,185.85
AAPL,2024-02-05,188.15,189.25,185.84,187.68
AAPL,2024-02-06,186.86,189.31,186.77,189.3
AAPL,2024-02-07,190.64,191.05,188.61,189.41
AAPL,2024-02-08,189.385,189.535,187.35,188.32
AAPL,2024-02-09,188.65,189.99,188.0,188.85
AAPL,2024-02-12,188.415,188.67,186.79,187.15
AAPL,2024-02-13,185.77,186.21,183.513,185.04
AAPL,2024-02-14,185.32,185.53,182.44,184.15
AAPL,2024-02-15,183.55,184.49,181.35,183.86
AAPL,2024-02-16,183.42,184.85,181.665,182.31
AAPL,2024-02-20,181.79,182.43,180.0,181.56
AAPL,2024-02-21,181.94,182.889,180.66,182.32
AAPL,2024-02-22,183.48,184.955,182.46,184.37
AAPL,2024-02-23,185.01,185.04,182.23,182.52
AAPL,2024-02-26,182.24,182.76,180.65,181.16
AAPL,2024-02-27,181.1,183.923,179.56,182.63
AAPL,2024-02-28,182.51,183.12,180.13,181.42
AAPL,2024-02-29,181.27,182.57,179.53,180.75
AAPL,2024-03-01,179.55,180.53,177.38,179.66
AAPL,2024-03-04,176.15,176.9,173.79,175.1
AAPL,2024-03-05,170.76,172.04,169.62,170.12
AAPL,2024-03-06,171.06,171.24,168.68,169.12
AAPL,2024-03-07,169.15,170.73,168.49,169.0
AAPL,2024-03-08,169.0,173.7,168.94,170.73
AAPL,2024-03-11,172.94,174.38,172.05,172.75
AAPL,2024-03-12,173.15,174.03,171.01,173.23
AAPL,2024-03-13,172.77,173.185,170.76,171.13
AAPL,2024-03-14,172.91,174.308,172.05,173.0
AAPL,2024-03-15,171.17,172.62,170.285,172.62
AAPL,2024-03-18,175.57,177.71,173.52,173.72
AAPL,2024-03-19,174.34,176.605,173.03,176.08
AAPL,2024-03-20,175.72,178.67,175.09,178.67
AAPL,2024-03-21,177.05,177.49,170.84,171.37
AAPL,2024-03-22,171.76,173.05,170.06,172.28
AAPL,2024-03-25,170.565,171.94,169.45,170.85
AAPL,2024-03-26,170.0,171.42,169.58,169.71
AAPL,2024-03-27,170.41,173.6,170.11,173.31
AAPL,2024-03-28,171.75,172.23,170.51,171.48
AAPL,2024-04-01,171.19,171.25,169.475,170.03
AAPL,2024-04-02,169.08,169.34,168.23,168.84
AAPL,2024-04-03,168.79,170.68,168.58,169.65
AAPL,2024-04-04,170.29,171.92,168.82,168.82
AAPL,2024-04-05,169.59,170.39,168.95,169.58
AAPL,2024-04-08,169.03,169.2,168.24,168.45
AAPL,2024-04-09,168.7,170.08,168.35,169.67
AAPL,2024-04-10,168.8,169.09,167.11,167.78
AAPL,2024-04-11,168.34,175.46,168.16,175.04
AAPL,2024-04-12,174.26,178.36,174.21,176.55
AAPL,2024-04-15,175.36,176.63,172.5,172.69
AAPL,2024-04-16,171.75,173.76,168.27,169.38
AAPL,2024-04-17,169.61,170.65,168.0,168.0
AAPL,2024-04-18,168.03,168.64,166.55,167.04
AAPL,2024-04-19,166.21,166.4,164.075,164.93
AAPL,2024-04-22,165.515,167.26,164.77,165.84
AAPL,2024-04-23,165.35,167.05,164.92,166.9
AAPL,2024-04-24,166.54,169.3,166.21,169.02
AAPL,2024-04-25,169.525,170.61,168.151,169.89
AAPL,2024-04-26,169.88,171.34,169.18,169.3
AAPL,2024-04-29,173.37,176.03,173.1,173.5
AAPL,2024-04-30,173.33,174.99,170.0,170.33
AAPL,2024-05-01,169.58,172.705,169.11,169.3
AAPL,2024-05-02,172.51,173.415,170.89,173.03
AAPL,2024-05-03,186.645,187.0,182.66,183.38
AAPL,2024-05-06,182.354,184.2,180.42,181.71
AAPL,2024-05-07,183.45,184.9,181.32,182.4
AAPL,2024-05-08,182.85,183.07,181.45,182.74
AAPL,2024-05-09,182.56,184.66,182.11,184.57
AAPL,2024-05-10,184.9,185.09,182.13,183.05
AAPL,2024-05-13,185.435,187.1,184.62,186.28
AAPL,2024-05-14,187.51,188.3,186.29,187.43
AAPL,2024-05-15,187.91,190.65,187.37,189.72
AAPL,2024-05-16,190.47,191.095,189.66,189.84
AAPL,2024-05-17,189.51,190.81,189.18,189.87
AAPL,2024-05-20,189.325,191.92,189.01,191.04
AAPL,2024-05-21,191.09,192.73,190.92,192.35
AAPL,2024-05-22,192.265,192.823,190.27,190.9
AAPL,2024-05-23,190.98,191.0,186.625,186.88
AAPL,2024-05-24,188.82,190.58,188.04,189.98
AAPL,2024-05-28,191.51,193.0,189.1,189.99
AAPL,2024-05-29,189.61,192.247,189.51,190.29
AAPL,2024-05-30,190.76,192.18,190.63,191.29
AAPL,2024-05-31,191.44,192.57,189.91,192.25
AAPL,2024-06-03,192.9,194.99,192.52,194.03
AAPL,2024-06-04,194.635,195.32,193.034,194.35
AAPL,2024-06-05,195.4,196.9,194.87,195.87
AAPL,2024-06-06,195.685,196.5,194.17,194.48
AAPL,2024-06-07,194.65,196.94,194.18,196.89
AAPL,2024-06-10,196.9,197.3,192.15,193.12
AAPL,2024-06-11,193.65,207.16,193.63,207.15
AAPL,2024-06-12,207.37,220.2,206.9,213.07
AAPL,2024-06-13,214.74,216.75,211.6,214.11
AAPL,2024-06-14,213.85,215.17,211.3,212.49
AAPL,2024-06-17,213.37,218.95,212.72,216.67
AAPL,2024-06-18,217.59,218.63,213.0,214.29
AAPL,2024-06-20,213.93,214.24,208.85,209.56
AAPL,2024-06-21,210.39,211.89,207.11,207.72
AAPL,2024-06-24,207.72,212.7,206.59,208.15
AAPL,2024-06-25,209.15,211.38,208.61,209.07
AAPL,2024-06-26,211.5,214.86,210.64,213.25
AAPL,2024-06-27,214.69,215.74,212.35,214.1
AAPL,2024-06-28,215.77,216.07,210.3,210.62
AAPL,2024-07-01,212.09,217.51,211.92,216.75
AAPL,2024-07-02,216.15,220.38,215.1,220.27
AAPL,2024-07-03,220.0,221.55,219.03,221.55
AAPL,2024-07-05,221.65,226.45,221.65,226.325
AAPL,2024-07-08,227.09,227.85,223.25,227.82
AAPL,2024-07-09,227.93,229.4,226.372,228.679
AAPL,2024-07-10,229.3,233.07,229.25,232.98
AAPL,2024-07-11,231.39,232.34,225.77,227.59
AAPL,2024-07-12,228.92,232.64,228.68,230.63
AAPL,2024-07-15,236.48,237.194,233.09,234.39
AAPL,2024-07-16,235.0,236.26,232.33,234.81
AAPL,2024-07-17,229.45,231.46,226.64,228.88
AAPL,2024-07-18,230.28,230.44,222.27,224.235
AAPL,2024-07-19,224.82,226.8,223.275,224.31
AAPL,2024-07-22,227.01,227.78,223.09,223.96
AAPL,2024-07-23,224.365,226.94,222.68,225.01
AAPL,2024-07-24,224.0,224.8,217.13,218.54
AAPL,2024-07-25,218.93,220.85,214.62,217.45
AAPL,2024-07-26,218.7,219.49,216.01,218.12
AAPL,2024-07-29,216.96,219.3,215.75,218.24
AAPL,2024-07-30,219.19,220.325,216.12,218.7
AAPL,2024-07-31,221.44,223.82,220.63,222.04
AAPL,2024-08-01,224.37,224.48,217.02,218.35
AAPL,2024-08-02,219.15,225.6,217.71,219.81
AAPL,2024-08-05,199.09,213.5,196.92,209.29
AAPL,2024-08-06,205.3,209.99,201.117,207.13
AAPL,2024-08-07,206.9,213.64,206.39,209.86
AAPL,2024-08-08,213.11,214.2,208.83,213.35
AAPL,2024-08-09,212.1,216.78,211.97,216.24
AAPL,2024-08-12,216.07,219.51,215.6,217.53
AAPL,2024-08-13,219.01,221.89,219.01,221.275
AAPL,2024-08-14,220.57,223.03,219.7,221.72
AAPL,2024-08-15,224.6,225.35,222.76,224.71
AAPL,2024-08-16,223.92,226.827,223.65,226.05
AAPL,2024-08-19,225.72,225.99,223.04,225.89
AAPL,2024-08-20,225.77,227.17,225.45,226.51
AAPL,2024-08-21,226.52,227.98,225.05,226.4
AAPL,2024-08-22,227.79,228.34,223.9,224.53
AAPL,2024-08-23,225.659,228.21,224.33,226.84
AAPL,2024-08-26,226.76,227.28,223.891,227.22
AAPL,2024-08-27,225.995,228.85,224.92,228.03
AAPL,2024-08-28,227.92,229.86,225.68,226.21
AAPL,2024-08-29,230.1,232.92,228.88,229.79
AAPL,2024-08-30,230.0,230.4,227.48,229.0
AAPL,2024-09-03,228.55,229.0,221.17,222.62
AAPL,2024-09-04,221.66,221.78,217.48,220.85
AAPL,2024-09-05,221.625,225.48,221.52,222.39
AAPL,2024-09-06,223.95,225.24,219.77,220.86
AAPL,2024-09-09,220.82,221.27,216.71,220.91
AAPL,2024-09-10,218.92,221.48,216.73,220.11
AAPL,2024-09-11,221.455,223.09,217.93,222.565
AAPL,2024-09-12,222.5,223.55,219.82,222.77
AAPL,2024-09-13,223.58,224.04,221.91,222.5
AAPL,2024-09-16,216.54,217.22,213.92,216.32
AAPL,2024-09-17,215.75,216.9,214.5,216.79
AAPL,2024-09-18,217.55,222.71,217.54,220.69
AAPL,2024-09-19,224.99,229.82,224.63,228.9
AAPL,2024-09-20,229.97,233.09,227.62,228.29
AAPL,2024-09-23,227.34,229.45,225.81,226.47
AAPL,2024-09-24,228.645,229.35,225.73,227.4
AAPL,2024-09-25,224.93,227.29,224.02,226.37
AAPL,2024-09-26,227.3,228.5,225.41,227.74
AAPL,2024-09-27,228.46,229.52,227.3,227.725
AAPL,2024-09-30,230.04,233.0,229.65,233.0
AAPL,2024-10-01,229.52,229.65,223.74,226.24
AAPL,2024-10-02,225.89,227.37,223.04,226.79
AAPL,2024-10-03,225.14,226.805,223.32,225.62
AAPL,2024-10-04,227.9,228.0,224.13,226.73
AAPL,2024-10-07,224.5,225.69,221.33,221.69
AAPL,2024-10-08,224.3,225.98,223.25,225.77
AAPL,2024-10-09,225.23,229.75,224.83,229.54
AAPL,2024-10-10,227.78,229.5,227.17,229.03
AAPL,2024-10-11,229.3,229.41,227.34,227.46
AAPL,2024-10-14,228.7,231.73,228.6,231.4
AAPL,2024-10-15,233.61,237.49,232.37,233.8
AAPL,2024-10-16,231.6,232.12,229.84,231.78
AAPL,2024-10-17,233.43,233.85,230.52,232.15
AAPL,2024-10-18,236.18,236.18,234.02,235.0
AAPL,2024-10-21,234.45,236.85,234.45,236.48
AAPL,2024-10-22,233.885,236.22,232.6,235.86
AAPL,2024-10-23,234.32,235.144,227.76,230.76
AAPL,2024-10-24,229.98,230.82,228.41,230.57
AAPL,2024-10-25,229.74,233.22,229.57,231.41
AAPL,2024-10-28,233.32,234.73,232.55,233.4
AAPL,2024-10-29,233.1,234.325,232.34,233.78
AAPL,2024-10-30,232.61,233.23,229.55,230.22
AAPL,2024-10-31,229.34,229.83,225.39,225.39
AAPL,2024-11-01,220.965,225.35,220.27,223.29
AAPL,2024-11-04,220.99,222.79,219.71,222.12
AAPL,2024-11-05,221.795,223.95,221.14,223.45
AAPL,2024-11-06,222.58,226.06,221.19,222.7
AAPL,2024-11-07,224.625,227.875,224.57,227.49
AAPL,2024-11-08,227.17,228.66,226.405,226.96
AAPL,2024-11-11,225.0,225.7,221.5,224.23
AAPL,2024-11-12,224.55,225.59,223.355,224.23
AAPL,2024-11-13,224.01,226.65,222.77,225.22
AAPL,2024-11-14,225.02,228.87,225.0,228.22
AAPL,2024-11-15,226.4,226.92,224.27,225.0
AAPL,2024-11-18,225.25,229.74,225.17,228.02
AAPL,2024-11-19,226.98,230.16,226.66,228.28
AAPL,2024-11-20,228.06,229.93,225.89,229.0
AAPL,2024-11-21,228.88,230.155,225.71,228.52
AAPL,2024-11-22,228.06,230.72,228.06,229.87
AAPL,2024-11-25,231.46,233.245,229.74,232.87
AAPL,2024-11-26,233.33,235.57,233.33,235.06
AAPL,2024-11-27,234.465,235.69,233.85,234.93
AAPL,2024-11-29,234.84,237.81,233.97,237.33
AAPL,2024-12-02,237.27,240.79,237.16,239.59
AAPL,2024-12-03,239.81,242.76,238.9,242.65
AAPL,2024-12-04,242.87,244.11,241.25,243.01
AAPL,2024-12-05,243.99,244.54,242.13,243.04
AAPL,2024-12-06,242.905,244.63,242.08,242.84
AAPL,2024-12-09,241.83,247.24,241.75,246.75
AAPL,2025-01-27,224.02,232.15,223.98,229.86
AAPL,2025-01-28,230.85,240.19,230.81,238.26
AAPL,2025-01-29,234.12,239.855,234.01,239.36
AAPL,2025-01-30,238.665,240.79,237.21,237.59
AAPL,2025-01-31,247.19,247.19,233.44,236.0
AAPL,2025-02-03,229.99,231.83,225.7,228.01
AAPL,2025-02-04,227.25,233.13,226.65,232.8
AAPL,2025-02-05,228.53,232.67,228.27,232.47
AAPL,2025-02-06,231.285,233.8,230.425,233.22
AAPL,2025-02-07,232.6,234.0,227.26,227.63
AAPL,2025-02-10,229.57,230.585,227.2,227.65
AAPL,2025-02-11,228.2,235.23,228.13,232.62
